_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_META_TITLE_,_META_H1_,_META_KEYWORDS_,_SEO_KEYWORD_,_META_DESCRIPTION_,_DESCRIPTION_,_PRICE_,_IMAGE_
6799,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Mobotix,Mobotix MX-OPT14-L65,Mobotix MX-OPT14-L65,Mobotix MX-OPT14-L65,"Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-OPT14-L65,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-OPT14-L65,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Mobotix MX-OPT14-L65 - теле - объектив 65 mm.,Mobotix MX-OPT14-L65 - теле - объектив 65 mm.,0,catalog/img/6799.jpg
6800,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Mobotix,Mobotix MX-OPT14-L135,Mobotix MX-OPT14-L135,Mobotix MX-OPT14-L135,"Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-OPT14-L135,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-OPT14-L135,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Mobotix MX-OPT14-L135 - теле - объектив 135 mm.,Mobotix MX-OPT14-L135 - теле - объектив 135 mm.,0,catalog/img/6800.jpg
6801,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Mobotix,Mobotix MX-V12-OPT-D22,Mobotix MX-V12-OPT-D22,Mobotix MX-V12-OPT-D22,"Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-V12-OPT-D22,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-V12-OPT-D22,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Mobotix MX-V12-OPT-D22 - дневной суперширокоугольный объектив к камере V12, 22мм (день).","Mobotix MX-V12-OPT-D22 - дневной суперширокоугольный объектив к камере V12, 22мм (день).",0,catalog/img/6801.jpg
6802,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Mobotix,Mobotix MX-V12-OPT-N22,Mobotix MX-V12-OPT-N22,Mobotix MX-V12-OPT-N22,"Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-V12-OPT-N22,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-V12-OPT-N22,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Mobotix MX-V12-OPT-N22 - ночной суперширокоугольный объектив к камере V12, чб, 22мм (ночь).","Mobotix MX-V12-OPT-N22 - ночной суперширокоугольный объектив к камере V12, чб, 22мм (ночь).",0,catalog/img/6802.jpg
6803,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Mobotix,Mobotix MX-V12-OPT-D43,Mobotix MX-V12-OPT-D43,Mobotix MX-V12-OPT-D43,"Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-V12-OPT-D43,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-V12-OPT-D43,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Mobotix MX-V12-OPT-D43 - дневной широкоугольный объектив к камере V12, 43мм (день).","Mobotix MX-V12-OPT-D43 - дневной широкоугольный объектив к камере V12, 43мм (день).",0,catalog/img/6803.jpg
6804,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Mobotix,Mobotix MX-V12-OPT-N43,Mobotix MX-V12-OPT-N43,Mobotix MX-V12-OPT-N43,"Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-V12-OPT-N43,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Mobotix MX-V12-OPT-N43,Mobotix,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Mobotix MX-V12-OPT-N43 -  ночной широкоугольный объектив к камере V12, чб, 43мм (ночь).","Mobotix MX-V12-OPT-N43 -  ночной широкоугольный объектив к камере V12, чб, 43мм (ночь).",0,catalog/img/6804.jpg
6818,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,MicroDigital,MicroDigital MDR-4800P,MicroDigital MDR-4800P,MicroDigital MDR-4800P,"Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDR-4800P,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDR-4800P,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",MicroDigital MDR-4800P - пентаплексный видеорегистратор нового поколения на 4 канала видео и 4 канала аудио.,MicroDigital MDR-4800P - пентаплексный видеорегистратор нового поколения на 4 канала видео и 4 канала аудио.,0,catalog/img/6818.jpg
6820,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,MicroDigital,MicroDigital MDR-8800P,MicroDigital MDR-8800P,MicroDigital MDR-8800P,"Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDR-8800P,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDR-8800P,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",MicroDigital MDR-8800P - пентаплексный видеорегистратор нового поколения на 8 видеоканалов и 8 каналов аудио.,MicroDigital MDR-8800P - пентаплексный видеорегистратор нового поколения на 8 видеоканалов и 8 каналов аудио.,0,catalog/img/6820.jpg
6821,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,MicroDigital,MicroDigital MDR-8500E,MicroDigital MDR-8500E,MicroDigital MDR-8500E,"Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDR-8500E,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDR-8500E,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",MicroDigital MDR-8500E – триплексный видеорегистратор на 8 видеоканалов  и 4 канала аудио с алгоритмом сжатия H.264.,MicroDigital MDR-8500E – триплексный видеорегистратор на 8 видеоканалов  и 4 канала аудио с алгоритмом сжатия H.264.,0,catalog/img/6821.jpg
6823,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,MicroDigital,MicroDigital MDR-16500E,MicroDigital MDR-16500E,MicroDigital MDR-16500E,"Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDR-16500E,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDR-16500E,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",MicroDigital MDR-16500E – триплексный видеорегистратор на 16 видеоканалов  и 4 канала аудио с алгоритмом сжатия H.264. ,MicroDigital MDR-16500E – триплексный видеорегистратор на 16 видеоканалов  и 4 канала аудио с алгоритмом сжатия H.264. ,0,catalog/img/6823.jpg
6824,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,MicroDigital,MicroDigital MDR-16800P,MicroDigital MDR-16800P,MicroDigital MDR-16800P,"Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDR-16800P,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDR-16800P,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: MicroDigital MDR-16900,АНАЛОГ ВЗАМЕН: MicroDigital MDR-16900,0,catalog/img/6824.jpg
6825,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,MicroDigital,MicroDigital MDC-6120V-20Н,MicroDigital MDC-6120V-20Н,MicroDigital MDC-6120V-20Н,"Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDC-6120V-20Н,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDC-6120V-20Н,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН,АНАЛОГ ВЗАМЕН,0,catalog/img/6825.jpg
6826,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,MicroDigital,MicroDigital MDC-6120VX-20Н,MicroDigital MDC-6120VX-20Н,MicroDigital MDC-6120VX-20Н,"Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDC-6120VX-20Н,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDC-6120VX-20Н,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: MicroDigital MDC-6120V-20Н,АНАЛОГ ВЗАМЕН: MicroDigital MDC-6120V-20Н,0,catalog/img/6826.jpg
6835,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,MicroDigital,MicroDigital MDC-1220VW,MicroDigital MDC-1220VW,MicroDigital MDC-1220VW,"Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDC-1220VW,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,MicroDigital MDC-1220VW,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН НА ВЫБОР,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,catalog/img/6835.jpg
6844,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,MicroDigital,MicroDigital PS-100,MicroDigital PS-100,MicroDigital PS-100,"Системы видеонаблюдения,Видеонаблюдение,MicroDigital PS-100,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,MicroDigital PS-100,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Компания MicroDigital представила новую купольную высокоскоростную телекамеру MicroDigital PS-100 класса «день/ночь», причем для работы в условиях низкой освещенности предусмотрено перемещение механического ИК-фильтра. К другим функциям, реализованным в д","Компания MicroDigital представила новую купольную высокоскоростную телекамеру MicroDigital PS-100 класса «день/ночь», причем для работы в условиях низкой освещенности предусмотрено перемещение механического ИК-фильтра. К другим функциям, реализованным в данной телекамере относятся  настройка уровней АРУ, конфигурирование шаблонов, работа с внешними тревожными устройствами, а также поддержка протоколов Pelco-D, Pelco-P и Samsung.MicroDigital PS-100 предназначена только для установки внутри помещений.",0,catalog/img/6844.jpg
6845,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,MicroDigital,MicroDigital PS-101H,MicroDigital PS-101H,MicroDigital PS-101H,"Системы видеонаблюдения,Видеонаблюдение,MicroDigital PS-101H,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,MicroDigital PS-101H,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Компания MicroDigital представила новую купольную высокоскоростную телекамеру MicroDigital PS-101H класса «день/ночь», причем для работы в условиях низкой освещенности предусмотрено перемещение механического ИК-фильтра.","Компания MicroDigital представила новую купольную высокоскоростную телекамеру MicroDigital PS-101H класса «день/ночь», причем для работы в условиях низкой освещенности предусмотрено перемещение механического ИК-фильтра.",0,catalog/img/6845.jpg
6859,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,MicroDigital,MicroDigital MDC-i8250V,MicroDigital MDC-i8250V,MicroDigital MDC-i8250V,"Системы видеонаблюдения,IP-видеонаблюдение,MicroDigital MDC-i8250V,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,MicroDigital MDC-i8250V,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Купольная мегапиксельная сетевая камера MicroDigital MDC-i8250V – вариант оборудования системы видеонаблюдения с помощью IP каналов, в местах, где требуется применение устройств с антивандальными свойствами.","Купольная мегапиксельная сетевая камера MicroDigital MDC-i8250V – вариант оборудования системы видеонаблюдения с помощью IP каналов, в местах, где требуется применение устройств с антивандальными свойствами.",0,catalog/img/6859.jpg
6860,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,MicroDigital,MicroDigital MDC-i8250VTD,MicroDigital MDC-i8250VTD,MicroDigital MDC-i8250VTD,"Системы видеонаблюдения,IP-видеонаблюдение,MicroDigital MDC-i8250VTD,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,MicroDigital MDC-i8250VTD,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Антивандальная купольная мегапиксельная IP-камера MicroDigital MDC-i8250VTD - удачное решение для наблюдения плохо освещенных территорий при необходимости защиты камеры от возможных негативных воздействий.,Антивандальная купольная мегапиксельная IP-камера MicroDigital MDC-i8250VTD - удачное решение для наблюдения плохо освещенных территорий при необходимости защиты камеры от возможных негативных воздействий.,0,catalog/img/6860.jpg
6861,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы (NVR),MicroDigital,MicroDigital MDR-i0016,MicroDigital MDR-i0016,MicroDigital MDR-i0016,"Системы видеонаблюдения,IP-видеонаблюдение,MicroDigital MDR-i0016,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,MicroDigital MDR-i0016,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",MicroDigital MDR-i0016 триплексный сетевой регистратор на 16 каналов,MicroDigital MDR-i0016 триплексный сетевой регистратор на 16 каналов,0,catalog/img/6861.jpg
6862,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы (NVR),MicroDigital,MicroDigital MDR-i0025,MicroDigital MDR-i0025,MicroDigital MDR-i0025,"Системы видеонаблюдения,IP-видеонаблюдение,MicroDigital MDR-i0025,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,MicroDigital MDR-i0025,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",MicroDigital MDR-i0025 триплексный сетевой регистратор на 25 каналов,MicroDigital MDR-i0025 триплексный сетевой регистратор на 25 каналов,0,catalog/img/6862.jpg
6863,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы (NVR),MicroDigital,MicroDigital MDR-i0036,MicroDigital MDR-i0036,MicroDigital MDR-i0036,"Системы видеонаблюдения,IP-видеонаблюдение,MicroDigital MDR-i0036,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,MicroDigital MDR-i0036,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",MicroDigital MDR-i0036 триплексный сетевой регистратор на 36 каналов,MicroDigital MDR-i0036 триплексный сетевой регистратор на 36 каналов,0,catalog/img/6863.jpg
6864,Системы видеонаблюдения|Программное обеспечение для систем видеонаблюдения|ПО MicroDigital,MicroDigital,MicroDigital MDR-is032,MicroDigital MDR-is032,MicroDigital MDR-is032,"Системы видеонаблюдения,Программное обеспечение для систем видеонаблюдения,MicroDigital MDR-is032,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Программное обеспечение для систем видеонаблюдения,MicroDigital MDR-is032,MicroDigital,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","MDR-is032 – это программное обеспечение для IP-оборудования производства компании MicroDigital, предназначенное для использования в современных системах видеонаблюдения. ПО MDR-is032 способно существенно повысить уровень эффективности системы видеонаблюде","MDR-is032 – это программное обеспечение для IP-оборудования производства компании MicroDigital, предназначенное для использования в современных системах видеонаблюдения. ПО MDR-is032 способно существенно повысить уровень эффективности системы видеонаблюдения, а также общий уровень безопасности на объекте. MDR-is032 поддерживает самый широкий спектр IP-видеокамер самых разных производителей (32), поддерживает DDNS и обладает возможностью записи по движению. При этом запись с IP-камер производится в таких форматах, как H.264/MPEG4/MJPEG.",0,catalog/img/6864.jpg
6865,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,Spymax,Spymax RA-0608A,Spymax RA-0608A,Spymax RA-0608A,"Системы видеонаблюдения,Видеонаблюдение,Spymax RA-0608A,Spymax,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Spymax RA-0608A,Spymax,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Spymax RA-0608LC,АНАЛОГ ВЗАМЕН: Spymax RA-0608LC,0,catalog/img/6865.jpg
6866,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,Spymax,Spymax RA-0616A,Spymax RA-0616A,Spymax RA-0616A,"Системы видеонаблюдения,Видеонаблюдение,Spymax RA-0616A,Spymax,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Spymax RA-0616A,Spymax,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Spymax RA-0616A - это пентаплексный регистратор, на 16 видео-входов работающий на базе ОС Linux и пишущий видеоизображение со скоростью 100 кадров при разрешении D1 или со скоростью 400 кадров при разрешении CIF на канал в современном формате сжатия H 264","Spymax RA-0616A - это пентаплексный регистратор, на 16 видео-входов работающий на базе ОС Linux и пишущий видеоизображение со скоростью 100 кадров при разрешении D1 или со скоростью 400 кадров при разрешении CIF на канал в современном формате сжатия H 264. Этот видеорегистратор является устройством, которое воплотило в себе высокую функциональность и качество записываемой информации. Функциональности данного видеорегистратора вполне достаточно для выполнения стандартных задач, возлагаемых на систему видеонаблюдения среднего уровня.",0,catalog/img/6866.jpg
