_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_META_TITLE_,_META_H1_,_META_KEYWORDS_,_SEO_KEYWORD_,_META_DESCRIPTION_,_DESCRIPTION_,_PRICE_,_IMAGE_
7741,Источники электропитания|Источники бесперебойного питания до 12В|СКАТ SKAT-V.4 металлический корпус,СКАТ,СКАТ SKAT-V.4 металлический корпус,СКАТ SKAT-V.4 металлический корпус,СКАТ SKAT-V.4 металлический корпус,"Источники электропитания,Источники бесперебойного питания до 12В,СКАТ SKAT-V.4 металлический корпус,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источники электропитания,Источники бесперебойного питания до 12В,СКАТ SKAT-V.4 металлический корпус,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Блок питания резервированный Бастион SKAT-V.4 в металлическом корпусе, предназначен для питания видеокамер и других потребителей с номинальным рабочим напряжением 12 В.Устройство обеспечивает питание видеокамер и других потре-бителей посредством четырех о","Блок питания резервированный Бастион SKAT-V.4 в металлическом корпусе, предназначен для питания видеокамер и других потребителей с номинальным рабочим напряжением 12 В.Устройство обеспечивает питание видеокамер и других потре-бителей посредством четырех отдельных выходов с током нагрузки не более 0,3 А по каждому выходу, а также посредством пятого выхода с током нагрузки до 1,2 А,ограничение выходных напряжений на уровне не более 13 В,автоматический переход на резервное питание от аккумуляторной батареи при отключении сетевого источника питания, защиту аккумуляторной батареи от глубокого разряда и защиту выходов от короткого замыкания, а также защиту от переполюсовки аккумуляторной батареи посред-ством плавких предохранителей.",2004,catalog/img/7741.jpg
7742,Источники электропитания|Источники бесперебойного питания для CCTV|СКАТ SKAT-V.4 пластиковый корпус,СКАТ,СКАТ SKAT-V.4 пластиковый корпус,СКАТ SKAT-V.4 пластиковый корпус,СКАТ SKAT-V.4 пластиковый корпус,"Источники электропитания,Источники бесперебойного питания для CCTV,СКАТ SKAT-V.4 пластиковый корпус,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источники электропитания,Источники бесперебойного питания для CCTV,СКАТ SKAT-V.4 пластиковый корпус,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Блок питания резервированный Бастион SKAT-V.4 в пластиковом корпусе, предназначен для питания 4-ех видеокамер и других потребителей с номинальным рабочим напряжением 12 В. Устройство обеспечивает питание видеокамер и других потре-бителей посредством четыр","Блок питания резервированный Бастион SKAT-V.4 в пластиковом корпусе, предназначен для питания 4-ех видеокамер и других потребителей с номинальным рабочим напряжением 12 В. Устройство обеспечивает питание видеокамер и других потре-бителей посредством четырех отдельных выходов с током нагрузки не более 0,3 А по каждому выходу, ограничение выходных напряжений на уровне не более 13 В, автоматический переход на резервное питание от аккумуляторной батареи при отключении сетевого источника питания, защиту аккумуляторной батареи от глубокого разряда и защиту выходов от короткого замыкания, а также защиту от переполюсовки аккумуляторной батареи посред-ством плавких предохранителей.",1700,catalog/img/7742.jpg
7743,Источники электропитания|Источники бесперебойного питания для CCTV|СКАТ SKAT-V.5,СКАТ,СКАТ SKAT-V.5,СКАТ SKAT-V.5,СКАТ SKAT-V.5,"Источники электропитания,Источники бесперебойного питания для CCTV,СКАТ SKAT-V.5,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источники электропитания,Источники бесперебойного питания для CCTV,СКАТ SKAT-V.5,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источник Бастион SKAT-V.5 предназначен для питания систем видеонаблюдения: видеокамер, квадраторов, видеомагнитофонов, видеомониторов и других устройств,обеспечивает электропитание нагрузок в основном режиме от сети переменного тока в диапазоне напряжения","Источник Бастион SKAT-V.5 предназначен для питания систем видеонаблюдения: видеокамер, квадраторов, видеомагнитофонов, видеомониторов и других устройств,обеспечивает электропитание нагрузок в основном режиме от сети переменного тока в диапазоне напряжения сети 187-242В, а также в режиме резерва (при отключении сетевого источника питания) от аккумуляторной батареи (АКБ) с номинальным напряжением 24В.",0,catalog/img/7743.jpg
7744,Источники электропитания|Источники бесперебойного питания для CCTV|СКАТ SKAT-V.8,СКАТ,СКАТ SKAT-V.8,СКАТ SKAT-V.8,СКАТ SKAT-V.8,"Источники электропитания,Источники бесперебойного питания для CCTV,СКАТ SKAT-V.8,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источники электропитания,Источники бесперебойного питания для CCTV,СКАТ SKAT-V.8,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источник Бастион SKAT-V.8 предназначен для питания по восьми выходам видеокамер и других нагрузок с номинальным напряжением питания 12 В и номинальным током потребления по каждому выходу 0,5 А (возможна организация 4-х выходов с током потребления 1 А по к","Источник Бастион SKAT-V.8 предназначен для питания по восьми выходам видеокамер и других нагрузок с номинальным напряжением питания 12 В и номинальным током потребления по каждому выходу 0,5 А (возможна организация 4-х выходов с током потребления 1 А по каждому выходу) при работе от сети переменного тока напряжением 220 В и в режиме резерва — от аккумуляторной батареи с номинальным напряжением 24 В. Электропитание источника осуществляется от сети переменного тока 220 В.",5800,catalog/img/7744.jpg
7745,Источники электропитания|Источники бесперебойного питания 220В|СКАТ SKAT-V.8 исп. 4000,СКАТ,СКАТ SKAT-V.8 исп. 4000,СКАТ SKAT-V.8 исп. 4000,СКАТ SKAT-V.8 исп. 4000,"Источники электропитания,Источники бесперебойного питания 220В,СКАТ SKAT-V.8 исп. 4000,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источники электропитания,Источники бесперебойного питания 220В,СКАТ SKAT-V.8 исп. 4000,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источник Бастион SKAT-V.8 исп. 4000 предназначен для питания по восьми выходам видеокамер и других нагрузок с номинальным напряжением питания 12 В и номинальным током потребления по каждому выходу 0,5 А (возможна организация 4-х выходов с током потреблени","Источник Бастион SKAT-V.8 исп. 4000 предназначен для питания по восьми выходам видеокамер и других нагрузок с номинальным напряжением питания 12 В и номинальным током потребления по каждому выходу 0,5 А (возможна организация 4-х выходов с током потребления 1 А по каждому выходу) при работе от сети переменного тока напряжением 220 В и в режиме резерва — от аккумуляторной батареи с номинальным напряжением 24 В. Электропитание источника осуществляется от сети переменного тока 220 В.Также необходима установка 2 АКБ 17 или 26 Ач.",0,catalog/img/7745.jpg
7747,Источники электропитания|Источники бесперебойного питания 220В|СКАТ SKAT-UPS1000 исп.V,СКАТ,СКАТ SKAT-UPS1000 исп.V,СКАТ SKAT-UPS1000 исп.V,СКАТ SKAT-UPS1000 исп.V,"Источники электропитания,Источники бесперебойного питания 220В,СКАТ SKAT-UPS1000 исп.V,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источники электропитания,Источники бесперебойного питания 220В,СКАТ SKAT-UPS1000 исп.V,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Блок питания  Бастион СКАТ-UPS1000 исп.V синусоидальная форма выходного напряжения, световая и звуковая индикация режимов работы, необходимое кол-во АКБ для работы - 3 шт. минимальная требуемая ёмкость 65 Ач. Ток заряда АКБ - 5 А. Три варианта напряжения ","Блок питания  Бастион СКАТ-UPS1000 исп.V синусоидальная форма выходного напряжения, световая и звуковая индикация режимов работы, необходимое кол-во АКБ для работы - 3 шт. минимальная требуемая ёмкость 65 Ач. Ток заряда АКБ - 5 А. Три варианта напряжения в одном блоке: 12В постоянного тока, 24 В и 220 В переменного. Предназначен для бесперебойного и качественного питания комплексов и систем видеонаблюдения, требующих различного уровня питающих напряжений:
220 В - видеорегистраторы и компьютеры
12 В постоянного тока - видеокамеры внутреннего наблюдения
24 В переменного тока  - уличные видеокамеры с подогревом.",26000,catalog/img/7747.jpg
7748,Источники электропитания|Источники бесперебойного питания 220В|СКАТ SKAT-UPS 1000,СКАТ,СКАТ SKAT-UPS 1000,СКАТ SKAT-UPS 1000,СКАТ SKAT-UPS 1000,"Источники электропитания,Источники бесперебойного питания 220В,СКАТ SKAT-UPS 1000,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источники электропитания,Источники бесперебойного питания 220В,СКАТ SKAT-UPS 1000,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Обеспечить бесперебойную работу систем безопасности на особо важных объектах одна из важнейших задач, так как проблемы с электропитанием (отключение, скачки напряжения и т. п.) могут привести к последствиям, материальный ущерб от которых будет намного бол","Обеспечить бесперебойную работу систем безопасности на особо важных объектах одна из важнейших задач, так как проблемы с электропитанием (отключение, скачки напряжения и т. п.) могут привести к последствиям, материальный ущерб от которых будет намного больше стоимости всей системы ОПС, ССТV, СКУД, ПЦН и т. д. Организовать качественное питание этих систем можно с помощью специализированного источника бесперебойного питания Бастион СКАТ-UPS 1000. Его основными преимуществами перед обычными источниками питания — высокая мощность — до 1000 ВА и возможность обеспечить ДЛИТЕЛЬНЫЙ резерв системы — зависит исключительно от ёмкости АКБ.",29860,catalog/img/7748.jpg
7750,Источники электропитания|Источники бесперебойного питания до 12В|СКАТ SKAT-V.12DC-18 исп. 5,СКАТ,СКАТ SKAT-V.12DC-18 исп. 5,СКАТ SKAT-V.12DC-18 исп. 5,СКАТ SKAT-V.12DC-18 исп. 5,"Источники электропитания,Источники бесперебойного питания до 12В,СКАТ SKAT-V.12DC-18 исп. 5,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источники электропитания,Источники бесперебойного питания до 12В,СКАТ SKAT-V.12DC-18 исп. 5,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источник питания Бастион СКАТ - V.12DC-18 исп. 5 уличного исполнения, класса защиты IP 56,с вандалоустойчивым пластиковым корпусом, термокомпенсацией тока заряда АКБ.АКБ — внешние от 26 до 100 Ач;ток заряда регулируется. 5 информационных выходов о состоян","Источник питания Бастион СКАТ - V.12DC-18 исп. 5 уличного исполнения, класса защиты IP 56,с вандалоустойчивым пластиковым корпусом, термокомпенсацией тока заряда АКБ.АКБ — внешние от 26 до 100 Ач;ток заряда регулируется. 5 информационных выходов о состоянии источника.",25000,catalog/img/7750.jpg
7751,Источники электропитания|Источники питания 24В|СКАТ SKAT-V.24DC-18 исп. 5,СКАТ,СКАТ SKAT-V.24DC-18 исп. 5,СКАТ SKAT-V.24DC-18 исп. 5,СКАТ SKAT-V.24DC-18 исп. 5,"Источники электропитания,Источники питания 24В,СКАТ SKAT-V.24DC-18 исп. 5,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источники электропитания,Источники питания 24В,СКАТ SKAT-V.24DC-18 исп. 5,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источник питания Бастион СКАТ - V.24DC-18 исп.5 уличного исполнения, класса защиты IP 56,с вандалоустойчивым пластиковым корпусом, термокомпенсацией тока заряда АКБ.АКБ — внешние от 26 до 100 Ач;ток заряда регулируется. 5 информационных выходов о состояни","Источник питания Бастион СКАТ - V.24DC-18 исп.5 уличного исполнения, класса защиты IP 56,с вандалоустойчивым пластиковым корпусом, термокомпенсацией тока заряда АКБ.АКБ — внешние от 26 до 100 Ач;ток заряда регулируется. 5 информационных выходов о состоянии источника.",29500,catalog/img/7751.jpg
7752,Источники электропитания|Источники бесперебойного питания до 12В|СКАТ СКАТ-1200 исп. 5,СКАТ,СКАТ СКАТ-1200 исп. 5,СКАТ СКАТ-1200 исп. 5,СКАТ СКАТ-1200 исп. 5,"Источники электропитания,Источники бесперебойного питания до 12В,СКАТ СКАТ-1200 исп. 5,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источники электропитания,Источники бесперебойного питания до 12В,СКАТ СКАТ-1200 исп. 5,СКАТ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Источник бесперебойного питания Бастион СКАТ-1200 исп. 5 обеспечивает функционирование систем периметральной охраны, CCTV и СКУД, работая ВНЕ помещений. Специальный корпус с классом защиты IP56 позволяет работать на открытом воздухе, выдерживая перепады т","Источник бесперебойного питания Бастион СКАТ-1200 исп. 5 обеспечивает функционирование систем периметральной охраны, CCTV и СКУД, работая ВНЕ помещений. Специальный корпус с классом защиты IP56 позволяет работать на открытом воздухе, выдерживая перепады температур от -40 до +40С.Известно, что емкость АКБ существенно зависит от температуры окружающей среды и тут уж никакой корпус не защитит. В источнике Бастион СКАТ-1200 исп. 5 предусмотрено обеспечение работоспособности аккумулятора при низких температурах. Мы выпускаем специальные аккумуляторные термостаты, которые могут устанавливаться в источник СКАТ. Они обеспечивают нормальную работу АКБ при температуре до -40oС. Термостаты, реагируя на температуру батареи, подогревают ее и поддерживают в оптимальном рабочем состоянии.Кроме перепада температур приборы, работающие на открытом воздухе, подвержены воздействию гроз. Бастион СКАТ-1200 исп. 5 имеет возможность установки платы защиты от перенапряжений и грозовых разрядов.",7500,catalog/img/7752.jpg
