_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_META_TITLE_,_META_H1_,_META_KEYWORDS_,_SEO_KEYWORD_,_META_DESCRIPTION_,_DESCRIPTION_,_PRICE_,_IMAGE_
4862,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Samsung,Samsung SNC-C7225P,Samsung SNC-C7225P,Samsung SNC-C7225P,"Системы видеонаблюдения,IP-видеонаблюдение,Samsung SNC-C7225P,Samsung,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Samsung SNC-C7225P,Samsung,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Описание товара можно найти на сайте производителя. В настоящий момент раздел находится в разработке, приносим извинения за неполноту описания. Обращаем ваше внимание, что при обращении по телефону наш менеджер обязательно проконсультирует Вас по товару или подскажет какой товар может быть найден взамен, с похожими характеристиками и функциональным предназначением. Благодарим за интерес к ассортименту компании!","Описание товара можно найти на сайте производителя. В настоящий момент раздел находится в разработке, приносим извинения за неполноту описания. Обращаем ваше внимание, что при обращении по телефону наш менеджер обязательно проконсультирует Вас по товару или подскажет какой товар может быть найден взамен, с похожими характеристиками и функциональным предназначением. Благодарим за интерес к ассортименту компании!",0,catalog/img/4862.jpg
4863,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Samsung,Samsung SNC-C7478P,Samsung SNC-C7478P,Samsung SNC-C7478P,"Системы видеонаблюдения,IP-видеонаблюдение,Samsung SNC-C7478P,Samsung,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Samsung SNC-C7478P,Samsung,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Описание товара можно найти на сайте производителя. В настоящий момент раздел находится в разработке, приносим извинения за неполноту описания. Обращаем ваше внимание, что при обращении по телефону наш менеджер обязательно проконсультирует Вас по товару или подскажет какой товар может быть найден взамен, с похожими характеристиками и функциональным предназначением. Благодарим за интерес к ассортименту компании!","Описание товара можно найти на сайте производителя. В настоящий момент раздел находится в разработке, приносим извинения за неполноту описания. Обращаем ваше внимание, что при обращении по телефону наш менеджер обязательно проконсультирует Вас по товару или подскажет какой товар может быть найден взамен, с похожими характеристиками и функциональным предназначением. Благодарим за интерес к ассортименту компании!",0,catalog/img/4863.jpg
4864,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Samsung,Samsung SNC-C7478C,Samsung SNC-C7478C,Samsung SNC-C7478C,"Системы видеонаблюдения,IP-видеонаблюдение,Samsung SNC-C7478C,Samsung,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Samsung SNC-C7478C,Samsung,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Описание товара можно найти на сайте производителя. В настоящий момент раздел находится в разработке, приносим извинения за неполноту описания. Обращаем ваше внимание, что при обращении по телефону наш менеджер обязательно проконсультирует Вас по товару или подскажет какой товар может быть найден взамен, с похожими характеристиками и функциональным предназначением. Благодарим за интерес к ассортименту компании!","Описание товара можно найти на сайте производителя. В настоящий момент раздел находится в разработке, приносим извинения за неполноту описания. Обращаем ваше внимание, что при обращении по телефону наш менеджер обязательно проконсультирует Вас по товару или подскажет какой товар может быть найден взамен, с похожими характеристиками и функциональным предназначением. Благодарим за интерес к ассортименту компании!",0,catalog/img/4864.jpg
4865,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Smartec,Smartec STC-3506/1,Smartec STC-3506/1,Smartec STC-3506/1,"Системы видеонаблюдения,Видеонаблюдение,Smartec STC-3506/1,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Smartec STC-3506/1,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Smartec STC-3506/1 цифровая телекамера режима ""день/ночь""  без отключения ИК-фильтра, выполненная в купольном форм-факторе. ","Smartec STC-3506/1 цифровая телекамера режима ""день/ночь""  без отключения ИК-фильтра, выполненная в купольном форм-факторе. ",0,catalog/img/4865.jpg
4866,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,Smartec,Smartec STR-0885,Smartec STR-0885,Smartec STR-0885,"Системы видеонаблюдения,Видеонаблюдение,Smartec STR-0885,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Smartec STR-0885,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Smartec STR-0885 цифровой 8-канальный видеорегистратор с форматом сжатия H.264,Smartec STR-0885 цифровой 8-канальный видеорегистратор с форматом сжатия H.264,0,catalog/img/4866.jpg
4867,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,Smartec,Smartec STR-1685,Smartec STR-1685,Smartec STR-1685,"Системы видеонаблюдения,Видеонаблюдение,Smartec STR-1685,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Smartec STR-1685,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Smartec STR-1685 цифровой 16-канальный видеорегистратор с форматом сжатия H.264,Smartec STR-1685 цифровой 16-канальный видеорегистратор с форматом сжатия H.264,0,catalog/img/4867.jpg
4868,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,Smartec,Smartec STR-0488,Smartec STR-0488,Smartec STR-0488,"Системы видеонаблюдения,Видеонаблюдение,Smartec STR-0488,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Smartec STR-0488,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Smartec STR-0488 - 4-канальный видеорегистратор с поддержкой H.264 позволяет одновре­менно осуществлять видеозапись, просмотр теку­щего видео и передачу видео по сети.Параметры записи настраиваются индивидуально для каждого канала. Для удобства оператора ","Smartec STR-0488 - 4-канальный видеорегистратор с поддержкой H.264 позволяет одновре­менно осуществлять видеозапись, просмотр теку­щего видео и передачу видео по сети.Параметры записи настраиваются индивидуально для каждого канала. Для удобства оператора предусмотрены алгоритмы поиска видеофрагмента по дате/вре­мени, событию, по тексту, а также в графическом режиме по календарю.",0,catalog/img/4868.jpg
4869,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,Smartec,Smartec STR-0888,Smartec STR-0888,Smartec STR-0888,"Системы видеонаблюдения,Видеонаблюдение,Smartec STR-0888,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Smartec STR-0888,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Smartec STR-0888 видеорегистратор на 8 видео- и аудиоканалов с поддерживающем разрешением до Full D1, работает в триплексном режиме: он позволяет одновременно осуществлять видеозапись, просматривать текущее видео и передачу видео по сети. В STR-0888 имеет","Smartec STR-0888 видеорегистратор на 8 видео- и аудиоканалов с поддерживающем разрешением до Full D1, работает в триплексном режиме: он позволяет одновременно осуществлять видеозапись, просматривать текущее видео и передачу видео по сети. В STR-0888 имеется возможность настройки параметров видеозаписи по уровню сжатия и частоте кадров. Для удобства оператора предусмотрены алгоритмы поиска видеофрагмента по дате/времени, событию, по тексту, а также в графическом режиме по календарю. В процессе поиска и воспроизведения видео удобно использовать манипулятор Jog-Shuttle, находящийся на передней панели видеорегистратора.",20250,catalog/img/4869.jpg
4870,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,Smartec,Smartec STR-1688,Smartec STR-1688,Smartec STR-1688,"Системы видеонаблюдения,Видеонаблюдение,Smartec STR-1688,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Smartec STR-1688,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Smartec STR-1689,АНАЛОГ ВЗАМЕН: Smartec STR-1689,0,catalog/img/4870.jpg
4871,Системы видеонаблюдения|Программное обеспечение для систем видеонаблюдения|ПО Smartec,Smartec,Smartec Netstation Upgrade 4-8,Smartec Netstation Upgrade 4-8,Smartec Netstation Upgrade 4-8,"Системы видеонаблюдения,Программное обеспечение для систем видеонаблюдения,Smartec Netstation Upgrade 4-8,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Программное обеспечение для систем видеонаблюдения,Smartec Netstation Upgrade 4-8,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Расширение NetStation 4 с 4 до 8 IP каналов,Расширение NetStation 4 с 4 до 8 IP каналов,0,catalog/img/4871.jpg
4872,Системы видеонаблюдения|Программное обеспечение для систем видеонаблюдения|ПО Smartec,Smartec,Smartec Netstation Upgrade 8-12,Smartec Netstation Upgrade 8-12,Smartec Netstation Upgrade 8-12,"Системы видеонаблюдения,Программное обеспечение для систем видеонаблюдения,Smartec Netstation Upgrade 8-12,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Программное обеспечение для систем видеонаблюдения,Smartec Netstation Upgrade 8-12,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Расширение NetStation 8 с 8 до 12 IP каналов,Расширение NetStation 8 с 8 до 12 IP каналов,42957,catalog/img/4872.jpg
4873,Системы видеонаблюдения|Программное обеспечение для систем видеонаблюдения|ПО Smartec,Smartec,Smartec Netstation Upgrade 12-16,Smartec Netstation Upgrade 12-16,Smartec Netstation Upgrade 12-16,"Системы видеонаблюдения,Программное обеспечение для систем видеонаблюдения,Smartec Netstation Upgrade 12-16,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Программное обеспечение для систем видеонаблюдения,Smartec Netstation Upgrade 12-16,Smartec,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Расширение NetStation 12 с 12 до 16 IP каналов,Расширение NetStation 12 с 12 до 16 IP каналов,0,catalog/img/4873.jpg
4877,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Panasonic,Panasonic WV-NF284E,Panasonic WV-NF284E,Panasonic WV-NF284E,"Системы видеонаблюдения,IP-видеонаблюдение,Panasonic WV-NF284E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Panasonic WV-NF284E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Panasonic WV-NF284E - сетевая цветная купольная камера c 3,6-кратным объективом и питанием по кабелю Ethernet (PoE)","Panasonic WV-NF284E - сетевая цветная купольная камера c 3,6-кратным объективом и питанием по кабелю Ethernet (PoE)",0,catalog/img/4877.jpg
4878,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Panasonic,Panasonic WV-NF302E,Panasonic WV-NF302E,Panasonic WV-NF302E,"Системы видеонаблюдения,IP-видеонаблюдение,Panasonic WV-NF302E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Panasonic WV-NF302E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Panasonic WV-NF302E - мегапиксельная (1296 x 960; 1,3 Mpixel) купольная цветная камера в металлическом корпусе","Panasonic WV-NF302E - мегапиксельная (1296 x 960; 1,3 Mpixel) купольная цветная камера в металлическом корпусе",0,catalog/img/4878.jpg
4879,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Panasonic,Panasonic WV-NP304E,Panasonic WV-NP304E,Panasonic WV-NP304E,"Системы видеонаблюдения,IP-видеонаблюдение,Panasonic WV-NP304E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Panasonic WV-NP304E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Panasonic WV-NP304E - сетевая мегапиксельная (1296 x 960; 1,3 Mpixel) цветная камера с функцией День/Ночь","Panasonic WV-NP304E - сетевая мегапиксельная (1296 x 960; 1,3 Mpixel) цветная камера с функцией День/Ночь",0,catalog/img/4879.jpg
4884,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,Panasonic,Panasonic WJ-ND300A/G,Panasonic WJ-ND300A/G,Panasonic WJ-ND300A/G,"Системы видеонаблюдения,Видеонаблюдение,Panasonic WJ-ND300A/G,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Panasonic WJ-ND300A/G,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Panasonic WJ-ND300A/G - сетевой дисковый рекордер с поддержкой до 32 IP-камер (MPEG-4 или MJPEG),Panasonic WJ-ND300A/G - сетевой дисковый рекордер с поддержкой до 32 IP-камер (MPEG-4 или MJPEG),0,catalog/img/4884.jpg
4929,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi,ACTi ACM-4000,ACTi ACM-4000,ACTi ACM-4000,"Системы видеонаблюдения,IP-видеонаблюдение,ACTi ACM-4000,ACTi,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,ACTi ACM-4000,ACTi,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: ACTi ACM-4201,АНАЛОГ ВЗАМЕН: ACTi ACM-4201,0,catalog/img/4929.jpg
4930,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi ,ACTi ACM-4001,ACTi ACM-4001,ACTi ACM-4001,"Системы видеонаблюдения,IP-видеонаблюдение,ACTi ACM-4001,ACTi ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,ACTi ACM-4001,ACTi ,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: ACTi ACM-4201,АНАЛОГ ВЗАМЕН: ACTi ACM-4201,0,catalog/img/4930.jpg
